ID,Surname,First Name,Department,Staff or Student,Date of first journey,Destination,Estimated CO2eq emission (please enter in kg),Travel mode
1429,Lamantia,Harold,Computer Science,Staff,2022-01-21,Stockholm,221.0140122,Flight
452,Schnelder,David,Mathematics and Statistics,Student,2022-01-21,Rome,221.2103382,Flight
3335,Charles,Mitchell,Meteorology,Staff,2022-01-22,Vienna,192.2462124,Flight
2989,Raya,Dewey,Walker Institute,Staff,2022-01-23,Rotterdam,55.1004198,Flight
4243,Torres,Edward,Meteorology,Student,2022-01-23,Lisbon,13.23017905,Train
3407,Muto,Donn,Mathematics and Statistics,Student,2022-01-23,Budapest,10.00140665,Train
2965,Wing,Kenny,Meteorology,Staff,2022-01-23,Stockholm,221.0140122,Flight
3968,Veenstra,James,Meteorology,Student,2022-01-23,Vaduz,141.8297316,Flight
2388,Byrn,Nathaniel,Meteorology,Student,2022-01-23,Toronto,1687,Flight
1970,Priebe,Alonzo,Meteorology,Staff,2022-01-24,Luxembourg,77.173503,Flight
1923,Vinson,Tina,Computer Science,Student,2022-01-24,Accra,1494,Flight
4451,Williams,Eva,Meteorology,Student,2022-01-25,Milan,148.364331,Flight
3,Torres,Edward,Meteorology,Student,2022-01-25,Belfast,80.0851686,Flight
100,Hernandez,Anne,Computer Science,Staff,2022-01-25,Brussels,52.1993256,Flight
2486,Boyer,Lenora,Meteorology,Staff,2022-01-26,Milan,148.364331,Flight
719,Bass,Kevin,Meteorology,Staff,2022-01-26,Cape Town,2893,Flight
4798,Urbanek,Jack,Meteorology,Student,2022-01-26,Delhi,1976,Flight
1512,Replogle,Harriet,Meteorology,Staff,2022-01-26,Belgrade,11.43230845,Train
1675,Lawson,Frank,Meteorology,Student,2022-01-26,Luxembourg,77.173503,Flight
2687,Thomas,Florence,Meteorology,Staff,2022-01-26,Jakarta,3544,Flight
3945,Graves,Dennis,Mathematics and Statistics,Student,2022-01-27,Zurich,6.76946765,Train
4685,Jones,Boyd,Meteorology,Staff,2022-01-27,Prague,7.90297665,Train
1935,Nelson,Minnie,Computer Science,Staff,2022-01-27,Rome,10.31333905,Train
265,Johanson,Carol,Mathematics and Statistics,Student,2022-01-27,Copenhagen,9.34105905,Train
922,Priebe,Alonzo,Meteorology,Staff,2022-01-28,Monaco,158.0826528,Flight
12,Dickman,Richard,Meteorology,Staff,2022-01-28,Dublin,72.5432298,Flight
2444,Johanson,Carol,Mathematics and Statistics,Student,2022-01-28,Brussels,3.95337905,Train
4119,Gregory,Bryan,Mathematics and Statistics,Student,2022-01-29,Stockholm,12.16869905,Train
4552,Jones,David,Meteorology,Staff,2022-01-29,Luxembourg,4.98809905,Train
1385,Muto,Donn,Mathematics and Statistics,Student,2022-01-29,Dublin,72.5432298,Flight
3328,Kindig,David,Meteorology,Staff,2022-01-29,Vienna,192.2462124,Flight
1728,Dolecki,Ricky,Mathematics and Statistics,Student,2022-01-30,New York,1687,Flight
873,Mills,Lisa,Mathematics and Statistics,Staff,2022-01-30,Rotterdam,4.40548925,Train
1902,Jones,Terrance,Mathematics and Statistics,Student,2022-01-30,Cape Town,2893,Flight
690,Allen,James,Computer Science,Staff,2022-01-30,Oslo,12.54779905,Train
3634,Standridge,Bryan,Walker Institute,Staff,2022-01-31,Warsaw,221.6075208,Flight
210,Larson,Irene,Meteorology,Staff,2022-01-31,Andorra La Vella,10.16615905,Train
1895,Gladney,Jose,Meteorology,Staff,2022-01-31,Belgrade,11.43230845,Train
3573,Bethea,Linda,Meteorology,Student,2022-01-31,Oslo,12.54779905,Train
3222,Perez,Edward,Meteorology,Staff,2022-02-01,New York,1687,Flight
3400,Anderson,Alvin,Mathematics and Statistics,Staff,2022-02-01,Vaduz,141.8297316,Flight
2651,Thomas,Linda,Computer Science,Student,2022-02-01,Amsterdam,4.91227905,Train
3441,Brisbon,Sherri,Mathematics and Statistics,Student,2022-02-01,Madrid,10.66121905,Train
1936,Nelson,Minnie,Computer Science,Staff,2022-02-01,Milan,148.364331,Flight
4004,Feather,James,Meteorology,Student,2022-02-01,Kigali,1976,Flight
1113,Hagge,Douglas,Mathematics and Statistics,Staff,2022-02-02,Helsinki,279.3243444,Flight
4330,Graff,Robert,Meteorology,Staff,2022-02-02,Zurich,6.76946765,Train
417,Kellison,Shirley,Mathematics and Statistics,Student,2022-02-03,Lisbon,13.23017905,Train
4228,Rice,Pamela,Meteorology,Student,2022-02-03,LA,2652,Flight
3517,Robbins,Walter,Meteorology,Staff,2022-02-03,Helsinki,279.3243444,Flight
123,Mcdonald,Wayne,Computer Science,Staff,2022-02-03,Barcelona,175.3229112,Flight
1953,Byrd,Margie,Meteorology,Staff,2022-02-04,Stockholm,12.16869905,Train
1435,Tuholski,Erin,Meteorology,Staff,2022-02-04,Amsterdam,4.91227905,Train
323,Callahan,Rudy,Mathematics and Statistics,Staff,2022-02-04,Nanjing,2820,Flight
3480,Brown,Eric,Meteorology,Staff,2022-02-05,Rome,221.2103382,Flight
4352,Stutzman,Anthony,Mathematics and Statistics,Student,2022-02-05,Madrid,10.66121905,Train
1338,Smith,Edna,Computer Science,Student,2022-02-05,Cologne,79.9764342,Flight
1689,Legault,Marie,Mathematics and Statistics,Staff,2022-02-05,Andorra La Vella,10.16615905,Train
4980,Niemczyk,Kellye,Meteorology,Staff,2022-02-05,Tokyo,2893,Flight
154,Guerra,Terri,Meteorology,Student,2022-02-06,Milan,7.89918565,Train
846,Anderson,Alvin,Mathematics and Statistics,Staff,2022-02-06,Stockholm,12.16869905,Train
462,Taylor,Chad,Meteorology,Student,2022-02-07,Tokyo,2893,Flight
82,Belcher,Arthur,Meteorology,Staff,2022-02-07,Accra,1494,Flight
1669,Schnelder,David,Mathematics and Statistics,Student,2022-02-08,Zurich,6.76946765,Train
1185,Lear,Eugenia,Meteorology,Student,2022-02-10,Jakarta,3544,Flight
2339,Mize,Helen,Meteorology,Staff,2022-02-10,Nanjing,2820,Flight
331,Freudenburg,James,Computer Science,Staff,2022-02-10,Cape Town,2893,Flight
2546,Cunningham,Frank,Meteorology,Staff,2022-02-10,Cape Town,2893,Flight
1070,Mitchell,Paul,Meteorology,Staff,2022-02-10,Helsinki,279.3243444,Flight
2538,Ward,Carmella,Meteorology,Staff,2022-02-10,Warsaw,221.6075208,Flight
101,Reese,Roberta,Meteorology,Staff,2022-02-11,Zurich,6.76946765,Train
3742,Thomas,Florence,Meteorology,Staff,2022-02-11,Lisbon,240.2479194,Flight
2125,Vivier,Fred,Meteorology,Student,2022-02-11,Vienna,192.2462124,Flight
2463,Fraley,Charles,Meteorology,Student,2022-02-11,Nanjing,2820,Flight
3118,Gregory,Bryan,Mathematics and Statistics,Student,2022-02-11,Monaco,158.0826528,Flight
1383,Swales,Richard,Meteorology,Staff,2022-02-11,Dublin,72.5432298,Flight
3300,Weber,Gerry,Meteorology,Staff,2022-02-12,Vaduz,141.8297316,Flight
2446,Strain,Johnny,Meteorology,Staff,2022-02-12,Vaduz,7.80235905,Train
4741,Rayford,Kenneth,Computer Science,Student,2022-02-12,Belfast,80.0851686,Flight
2944,Akin,Eric,Meteorology,Student,2022-02-12,Cologne,4.88609885,Train
2889,Smith,Mary,Computer Science,Student,2022-02-13,Paris,56.23458,Flight
882,Durham,Elnora,Meteorology,Student,2022-02-13,Barcelona,175.3229112,Flight
3552,Arana,Mildred,Meteorology,Staff,2022-02-13,Madrid,10.66121905,Train
2895,Leiva,Carmen,Meteorology,Staff,2022-02-13,Stockholm,12.16869905,Train
2321,White,Vincent,Meteorology,Staff,2022-02-13,LA,2652,Flight
3353,Ward,Donald,Meteorology,Student,2022-02-14,LA,2652,Flight
1182,Gregory,Bryan,Mathematics and Statistics,Student,2022-02-14,Berlin,144.5163414,Flight
2366,Durdan,Miles,Meteorology,Staff,2022-02-14,Rotterdam,55.1004198,Flight
763,Hopkins,Cassidy,Meteorology,Staff,2022-02-14,Monaco,8.73449905,Train
4675,Weaver,Karina,Computer Science,Student,2022-02-14,Vaduz,141.8297316,Flight
3786,Walker,Stacey,Meteorology,Student,2022-02-15,Kigali,1976,Flight
3106,Burnette,Amy,Meteorology,Student,2022-02-15,New York,1687,Flight
433,Shae,Raymond,Meteorology,Staff,2022-02-15,Berlin,144.5163414,Flight
2316,Simmons,Catherine,Meteorology,Staff,2022-02-16,Oslo,12.54779905,Train
2938,Griffis,Adela,Meteorology,Staff,2022-02-16,Sydney,5063,Flight
3866,Graff,Robert,Meteorology,Staff,2022-02-16,Chicago,1928,Flight
710,Laverdiere,Walter,Meteorology,Student,2022-02-16,Oslo,182.4827694,Flight
1453,Shaughnessy,Stephen,Meteorology,Student,2022-02-16,Belgrade,11.43230845,Train
4159,Dolecki,Ricky,Mathematics and Statistics,Student,2022-02-16,Prague,157.2156132,Flight
2800,Strain,Johnny,Meteorology,Staff,2022-02-16,Belgrade,11.43230845,Train
525,Oconnell,Gary,Meteorology,Student,2022-02-16,Luxembourg,77.173503,Flight
2487,Rivera,Keesha,Meteorology,Student,2022-02-17,Tokyo,2893,Flight
3674,Valenzuela,Hattie,Meteorology,Staff,2022-02-17,Berlin,144.5163414,Flight
734,Rybka,Donald,Meteorology,Staff,2022-02-17,Brussels,3.95337905,Train
2884,Vinson,Tina,Computer Science,Student,2022-02-17,Vienna,192.2462124,Flight
574,Bell,Carolyn,Meteorology,Staff,2022-02-17,Luxembourg,77.173503,Flight
4846,Priebe,Alonzo,Meteorology,Staff,2022-02-18,Monaco,158.0826528,Flight
681,Pray,Jessica,Mathematics and Statistics,Staff,2022-02-18,Dublin,72.5432298,Flight
4256,Manylath,Victoria,Meteorology,Student,2022-02-18,Berlin,7.68193905,Train
4756,Boyd,Everett,Meteorology,Student,2022-02-18,Monaco,8.73449905,Train
3359,Koonce,Marilyn,Meteorology,Staff,2022-02-18,Andorra La Vella,168.8791902,Flight
1083,Burge,Betty,Meteorology,Student,2022-02-18,Lisbon,13.23017905,Train
4031,Brisbon,Sherri,Mathematics and Statistics,Student,2022-02-18,Amsterdam,55.1004198,Flight
1365,Foster,Keith,Mathematics and Statistics,Staff,2022-02-18,Madrid,10.66121905,Train
3864,Wing,Kenny,Meteorology,Staff,2022-02-19,Sydney,5063,Flight
3485,Maddox,Michael,Meteorology,Student,2022-02-19,Chicago,1928,Flight
1603,Kindig,David,Meteorology,Staff,2022-02-20,Kigali,1976,Flight
4844,Miller,Leroy,Computer Science,Staff,2022-02-20,Prague,7.90297665,Train
2380,Bell,Carolyn,Meteorology,Staff,2022-02-20,Rome,10.31333905,Train
2534,Durham,Elnora,Meteorology,Student,2022-02-20,Madrid,191.3733168,Flight
3258,Whitley,Paris,Meteorology,Staff,2022-02-21,Monaco,8.73449905,Train
2887,Soto,Penny,Meteorology,Staff,2022-02-21,Belgrade,256.8752214,Flight
1226,Pinneo,Theresa,Computer Science,Student,2022-02-21,Copenhagen,9.34105905,Train
2713,Pharis,Howard,Meteorology,Staff,2022-02-21,Cape Town,2893,Flight
4427,Lee,Irene,Meteorology,Staff,2022-02-21,Brussels,3.95337905,Train
3636,Maddox,Michael,Meteorology,Student,2022-02-21,Monaco,8.73449905,Train
2806,Moore,Brenda,Meteorology,Staff,2022-02-22,Belgrade,11.43230845,Train
1287,Kosmowski,Mindy,Walker Institute,Staff,2022-02-22,Dublin,72.5432298,Flight
4480,Brisbon,Sherri,Mathematics and Statistics,Student,2022-02-22,Rome,221.2103382,Flight
221,Guerra,Terri,Meteorology,Student,2022-02-22,Tokyo,2893,Flight
344,Canfield,Maria,Meteorology,Staff,2022-02-22,Berlin,144.5163414,Flight
4743,Caruso,Kelly,Meteorology,Staff,2022-02-22,Vaduz,7.80235905,Train
37,Hanson,Lawrence,Meteorology,Student,2022-02-22,Lisbon,13.23017905,Train
144,Mcdonald,Wayne,Computer Science,Staff,2022-02-23,Kigali,1976,Flight
2381,Schneider,Joseph,Computer Science,Staff,2022-02-24,Andorra La Vella,168.8791902,Flight
2831,Lucas,Jeffery,Meteorology,Student,2022-02-24,Nanjing,2820,Flight
155,Griffith,Anna,Computer Science,Staff,2022-02-24,Belgrade,256.8752214,Flight
2561,Ryan,Jeffrey,Mathematics and Statistics,Student,2022-02-24,Belgrade,11.43230845,Train
368,Arana,Mildred,Meteorology,Staff,2022-02-24,Oslo,182.4827694,Flight
4819,Pickerel,Morris,Meteorology,Staff,2022-02-24,Vaduz,7.80235905,Train
4929,Robbins,Walter,Meteorology,Staff,2022-02-25,Zurich,6.76946765,Train
3572,Clark,Neil,Meteorology,Staff,2022-02-25,New York,1687,Flight
4450,Tammaro,Thomas,Meteorology,Staff,2022-02-25,Andorra La Vella,10.16615905,Train
2417,Lister,Carol,Mathematics and Statistics,Student,2022-02-25,New York,1687,Flight
1307,Byrn,Nathaniel,Meteorology,Student,2022-02-25,Stockholm,221.0140122,Flight
1885,Romo,Vernon,Computer Science,Staff,2022-02-25,Vienna,12.12855905,Train
2169,Barnett,Graham,Computer Science,Student,2022-02-26,Oslo,12.54779905,Train
2881,Merrill,Kathryn,Meteorology,Staff,2022-02-26,Nanjing,2820,Flight
4618,Fischer,Leona,Meteorology,Student,2022-02-26,Stockholm,12.16869905,Train
479,Ramirez,Sophia,Meteorology,Staff,2022-02-26,Monaco,158.0826528,Flight
1519,Parra,Katherine,Meteorology,Staff,2022-02-26,Delhi,1976,Flight
1157,Hogan,Shavonne,Computer Science,Staff,2022-02-27,Oslo,182.4827694,Flight
3727,Bourne,Marta,Meteorology,Staff,2022-02-27,Vienna,12.12855905,Train
626,Droke,Marcos,Mathematics and Statistics,Staff,2022-02-27,Paris,4.34139905,Train
4985,Relyea,Robert,Meteorology,Staff,2022-02-27,Zurich,119.0377572,Flight
2585,Vessels,Daniel,Meteorology,Student,2022-02-27,Barcelona,8.94938185,Train
156,Leiva,Carmen,Meteorology,Staff,2022-02-28,Denver,2254,Flight
1218,Burns,Joseph,Meteorology,Student,2022-02-28,Denver,2254,Flight
4345,Burns,Joseph,Meteorology,Student,2022-02-28,LA,2652,Flight
668,Hebert,Sue,Meteorology,Student,2022-02-28,Madrid,191.3733168,Flight
222,Bragg,Louis,Meteorology,Student,2022-02-28,Jakarta,3544,Flight
3805,Styles,Eddie,Meteorology,Student,2022-03-01,Stockholm,12.16869905,Train
2011,Hema,Joyce,Meteorology,Student,2022-03-01,Belgrade,11.43230845,Train
4481,Cole,Ernest,Meteorology,Staff,2022-03-01,Warsaw,9.58867825,Train
410,Rubio,Robert,Meteorology,Student,2022-03-01,Monaco,8.73449905,Train
1719,Hart,Natisha,Meteorology,Staff,2022-03-02,Madrid,191.3733168,Flight
2658,Hanson,Lawrence,Meteorology,Student,2022-03-02,Cologne,79.9764342,Flight
1680,Bryan,Wendy,Computer Science,Staff,2022-03-02,Cape Town,2893,Flight
1013,Williams,Anthony,Meteorology,Staff,2022-03-02,Lisbon,240.2479194,Flight
2190,Johnson,Sandra,Meteorology,Staff,2022-03-02,Amsterdam,4.91227905,Train
2070,Sparks,Mildred,Meteorology,Staff,2022-03-02,Accra,1494,Flight
3842,Brown,Jimmy,Meteorology,Student,2022-03-03,Monaco,158.0826528,Flight
1393,Lew,Brianne,Meteorology,Student,2022-03-03,Lisbon,13.23017905,Train
562,Rossi,Robert,Meteorology,Student,2022-03-03,Monaco,8.73449905,Train
3607,Richerson,Guadalupe,Meteorology,Staff,2022-03-03,Toronto,1687,Flight
4733,Mulholland,Hugh,Meteorology,Staff,2022-03-03,Rotterdam,4.40548925,Train
3374,Mcdonald,Wayne,Computer Science,Staff,2022-03-04,Delhi,1976,Flight
2775,Waldron,Mark,Mathematics and Statistics,Student,2022-03-04,Vienna,12.12855905,Train
2886,Thoren,Shawn,Computer Science,Staff,2022-03-04,Madrid,191.3733168,Flight
1940,Harris,Steven,Meteorology,Staff,2022-03-05,New York,1687,Flight
2364,Griffith,Anna,Computer Science,Staff,2022-03-05,Rome,10.31333905,Train
1533,Valenzuela,Hattie,Meteorology,Staff,2022-03-05,Berlin,144.5163414,Flight
3997,Whitley,Paris,Meteorology,Staff,2022-03-06,Helsinki,279.3243444,Flight
3869,Byrn,Nathaniel,Meteorology,Student,2022-03-06,Monaco,8.73449905,Train
3784,Ward,Donald,Meteorology,Student,2022-03-06,Berlin,7.68193905,Train
315,Cano,Betty,Meteorology,Staff,2022-03-06,Copenhagen,147.5835576,Flight
4710,Creed,Juan,Computer Science,Student,2022-03-06,Budapest,224.7109818,Flight
3566,Graves,Dennis,Mathematics and Statistics,Student,2022-03-06,Prague,7.90297665,Train
2845,Smith,Edna,Computer Science,Student,2022-03-06,Delhi,1976,Flight
1824,Duncan,Vanessa,Meteorology,Staff,2022-03-06,Brussels,3.95337905,Train
854,Harp,Carrie,Meteorology,Staff,2022-03-06,Zurich,6.76946765,Train
823,Fung,Matthew,Meteorology,Staff,2022-03-07,New York,1687,Flight
2725,Burge,Betty,Meteorology,Student,2022-03-07,Rome,221.2103382,Flight
2209,Akin,Eric,Meteorology,Student,2022-03-07,Sydney,5063,Flight
1901,Taylor,Antone,Meteorology,Staff,2022-03-08,Cologne,79.9764342,Flight
1868,Romo,Vernon,Computer Science,Staff,2022-03-08,Rotterdam,4.40548925,Train
2966,Maddox,Michael,Meteorology,Student,2022-03-08,Warsaw,221.6075208,Flight
1201,Jones,Lauretta,Meteorology,Staff,2022-03-08,Budapest,10.00140665,Train
2306,Burnette,Amy,Meteorology,Student,2022-03-09,Madrid,191.3733168,Flight
913,Nelson,Patricia,Mathematics and Statistics,Staff,2022-03-09,Brussels,52.1993256,Flight
1790,Schnelder,David,Mathematics and Statistics,Student,2022-03-09,Berlin,7.68193905,Train
2285,Tracy,Carol,Meteorology,Staff,2022-03-10,Kigali,1976,Flight
2670,Williams,Eva,Meteorology,Student,2022-03-11,Barcelona,8.94938185,Train
1528,Lawrence,John,Mathematics and Statistics,Student,2022-03-11,Madrid,191.3733168,Flight
3735,Tuggle,Donya,Meteorology,Staff,2022-03-11,Milan,148.364331,Flight
3902,Croy,Richard,Meteorology,Student,2022-03-12,Rotterdam,55.1004198,Flight
3881,Cole,Ernest,Meteorology,Staff,2022-03-12,Luxembourg,77.173503,Flight
1602,Ward,Carmella,Meteorology,Staff,2022-03-12,Cologne,4.88609885,Train
2627,Foster,Paul,Meteorology,Staff,2022-03-12,Sydney,5063,Flight
692,Gavin,Leonard,Mathematics and Statistics,Student,2022-03-12,Kigali,1976,Flight
3664,Rivera,Keesha,Meteorology,Student,2022-03-12,Milan,148.364331,Flight
180,Kassin,Ramon,Mathematics and Statistics,Student,2022-03-12,Monaco,8.73449905,Train
775,Perez,Edward,Meteorology,Staff,2022-03-13,Lisbon,13.23017905,Train
3307,Rieben,Tyler,Meteorology,Student,2022-03-13,Sydney,5063,Flight
4608,Priebe,Alonzo,Meteorology,Staff,2022-03-13,Zurich,6.76946765,Train
554,Scott,Reginald,Meteorology,Student,2022-03-14,Monaco,158.0826528,Flight
597,Shams,Scott,Meteorology,Student,2022-03-14,Nanjing,2820,Flight
4271,Pariente,Nancy,Meteorology,Student,2022-03-14,Prague,157.2156132,Flight
1279,Shaughnessy,Stephen,Meteorology,Student,2022-03-14,Paris,4.34139905,Train
4858,Moore,Booker,Mathematics and Statistics,Student,2022-03-14,Lisbon,240.2479194,Flight
2208,Relyea,Robert,Meteorology,Staff,2022-03-14,Budapest,10.00140665,Train
3257,Simmons,Catherine,Meteorology,Staff,2022-03-15,Kigali,1976,Flight
3187,Lawhorn,Ernest,Meteorology,Staff,2022-03-15,Cologne,4.88609885,Train
3606,Vaughn,Gerald,Meteorology,Staff,2022-03-15,Andorra La Vella,10.16615905,Train
4251,Valenzuela,Hattie,Meteorology,Staff,2022-03-16,Delhi,1976,Flight
998,Blosser,Ruby,Meteorology,Staff,2022-03-17,Milan,7.89918565,Train
683,Cronin,Troy,Meteorology,Staff,2022-03-17,Prague,157.2156132,Flight
2530,Gonzales,John,Meteorology,Staff,2022-03-19,Luxembourg,77.173503,Flight
373,Koonce,Marilyn,Meteorology,Staff,2022-03-19,LA,2652,Flight
3185,Raya,Dewey,Walker Institute,Staff,2022-03-19,Madrid,10.66121905,Train
2834,Lucas,Jeffery,Meteorology,Student,2022-03-19,Stockholm,12.16869905,Train
3162,Jones,Terrance,Mathematics and Statistics,Student,2022-03-19,Budapest,10.00140665,Train
307,Ruby,Anna,Meteorology,Staff,2022-03-19,Stockholm,12.16869905,Train
445,Kassin,Ramon,Mathematics and Statistics,Student,2022-03-19,Tokyo,2893,Flight
4653,Cunningham,Frank,Meteorology,Staff,2022-03-20,Budapest,224.7109818,Flight
1190,Harris,Steven,Meteorology,Staff,2022-03-20,New York,1687,Flight
2438,Honeycutt,Jack,Meteorology,Student,2022-03-20,Copenhagen,9.34105905,Train
4003,Cody,Carolyn,Meteorology,Student,2022-03-20,Belgrade,256.8752214,Flight
4050,Nesbitt,Jacalyn,Mathematics and Statistics,Staff,2022-03-20,Belgrade,11.43230845,Train
993,Manylath,Victoria,Meteorology,Student,2022-03-21,Budapest,224.7109818,Flight
3362,Stevens,Judy,Computer Science,Student,2022-03-21,Budapest,224.7109818,Flight
2004,Bosworth,Teresa,Meteorology,Staff,2022-03-21,Amsterdam,55.1004198,Flight
4103,Ramirez,Sophia,Meteorology,Staff,2022-03-21,Rotterdam,4.40548925,Train
2642,Caruso,Kelly,Meteorology,Staff,2022-03-21,Nanjing,2820,Flight
1380,Husted,Estelle,Meteorology,Student,2022-03-21,Jakarta,3544,Flight
352,Bell,Carolyn,Meteorology,Staff,2022-03-21,Lisbon,13.23017905,Train
454,Barber,Glen,Meteorology,Staff,2022-03-22,Stockholm,12.16869905,Train
1212,Bosworth,Teresa,Meteorology,Staff,2022-03-22,Vienna,12.12855905,Train
4905,Barnett,Graham,Computer Science,Student,2022-03-23,Milan,7.89918565,Train
1583,Spahr,Kenneth,Mathematics and Statistics,Student,2022-03-23,Rome,221.2103382,Flight
191,Werner,Dorthy,Meteorology,Student,2022-03-24,Prague,157.2156132,Flight
4262,Belcher,Arthur,Meteorology,Staff,2022-03-24,Copenhagen,147.5835576,Flight
2766,Gibbs,Ray,Meteorology,Staff,2022-03-24,Brussels,52.1993256,Flight
3904,Schafer,Maxine,Meteorology,Staff,2022-03-24,Luxembourg,4.98809905,Train
2941,Romano,John,Mathematics and Statistics,Student,2022-03-24,Warsaw,221.6075208,Flight
4947,Pinneo,Theresa,Computer Science,Student,2022-03-24,Rome,221.2103382,Flight
3503,Maddox,Michael,Meteorology,Student,2022-03-25,Cape Town,2893,Flight
3688,Smith,Kenneth,Meteorology,Student,2022-03-25,Cologne,4.88609885,Train
2083,Lee,Irene,Meteorology,Staff,2022-03-25,Cologne,4.88609885,Train
4777,Guizar,Robert,Mathematics and Statistics,Student,2022-03-25,Belgrade,11.43230845,Train
708,Freeman,Marvin,Meteorology,Staff,2022-03-25,Vienna,12.12855905,Train
4269,Branco,Charles,Meteorology,Staff,2022-03-25,Sydney,5063,Flight
211,Smith,Edna,Computer Science,Student,2022-03-25,LA,2652,Flight
2792,Trevethan,Michael,Meteorology,Student,2022-03-26,Amsterdam,4.91227905,Train
3069,Romero,Wanda,Meteorology,Staff,2022-03-26,Vienna,192.2462124,Flight
3502,Rocha,John,Mathematics and Statistics,Student,2022-03-26,LA,2652,Flight
960,Rieben,Tyler,Meteorology,Student,2022-03-27,Dublin,72.5432298,Flight
3272,Rocha,John,Mathematics and Statistics,Student,2022-03-27,Prague,7.90297665,Train
4143,Dixon,Katherine,Meteorology,Staff,2022-03-28,Cape Town,2893,Flight
4716,Clark,Neil,Meteorology,Staff,2022-03-28,Denver,2254,Flight
458,Rankin,Judith,Meteorology,Student,2022-03-28,Berlin,7.68193905,Train
4191,Lucas,Jeffery,Meteorology,Student,2022-03-28,Rotterdam,55.1004198,Flight
358,Rocha,John,Mathematics and Statistics,Student,2022-03-28,Warsaw,221.6075208,Flight
920,Brown,Jimmy,Meteorology,Student,2022-03-28,New York,1687,Flight
4773,Martin,Bernard,Meteorology,Student,2022-03-29,Milan,7.89918565,Train
1851,Johnson,Sandra,Meteorology,Staff,2022-03-29,Dublin,72.5432298,Flight
3095,Standridge,Bryan,Walker Institute,Staff,2022-03-29,Rome,10.31333905,Train
3031,Kellison,Shirley,Mathematics and Statistics,Student,2022-03-29,Helsinki,279.3243444,Flight
2243,Squires,Yolanda,Computer Science,Staff,2022-03-29,Barcelona,8.94938185,Train
1611,Longfellow,Edward,Meteorology,Student,2022-03-29,Stockholm,221.0140122,Flight
4193,Miller,Gary,Meteorology,Staff,2022-03-29,Brussels,52.1993256,Flight
2536,Schafer,Maxine,Meteorology,Staff,2022-03-30,Madrid,191.3733168,Flight
1832,Mitchell,Paul,Meteorology,Staff,2022-03-30,Rome,10.31333905,Train
3726,Duhamel,Dorthy,Meteorology,Staff,2022-03-30,Luxembourg,4.98809905,Train
3633,Arana,Mildred,Meteorology,Staff,2022-03-30,Stockholm,221.0140122,Flight
4018,Maki,Lashawnda,Meteorology,Staff,2022-03-30,Oslo,182.4827694,Flight
314,Mcdiarmid,Christopher,Meteorology,Staff,2022-03-30,Budapest,10.00140665,Train
1397,Tammaro,Thomas,Meteorology,Staff,2022-04-01,Vaduz,7.80235905,Train
1061,Moore,Booker,Mathematics and Statistics,Student,2022-04-01,Budapest,10.00140665,Train
2776,Romero,Wanda,Meteorology,Staff,2022-04-01,Lisbon,13.23017905,Train
3144,Romero,Wanda,Meteorology,Staff,2022-04-01,Cologne,4.88609885,Train
4162,Mcnulty,Luz,Mathematics and Statistics,Staff,2022-04-01,Cape Town,2893,Flight
3054,Clardy,Howard,Computer Science,Student,2022-04-01,Chicago,1928,Flight
2808,Thomas,Linda,Computer Science,Student,2022-04-02,Berlin,144.5163414,Flight
1431,Williamson,Diane,Meteorology,Staff,2022-04-03,Amsterdam,55.1004198,Flight
2905,Dinh,Terrence,Computer Science,Staff,2022-04-03,Madrid,191.3733168,Flight
4158,Daniel,Marion,Meteorology,Student,2022-04-03,Milan,148.364331,Flight
3995,Burgess,Sara,Meteorology,Staff,2022-04-03,Milan,7.89918565,Train
3811,Burgess,Sara,Meteorology,Staff,2022-04-03,Warsaw,221.6075208,Flight
3993,Hogan,Shavonne,Computer Science,Staff,2022-04-03,Accra,1494,Flight
1554,Barnes,Petra,Meteorology,Student,2022-04-03,Stockholm,12.16869905,Train
3168,Hopkins,Cassidy,Meteorology,Staff,2022-04-04,Monaco,8.73449905,Train
1172,Ackerman,Paul,Mathematics and Statistics,Staff,2022-04-04,Budapest,10.00140665,Train
36,Mcelroy,Sybil,Mathematics and Statistics,Student,2022-04-04,Belfast,80.0851686,Flight
1997,Castellanos,Mary,Mathematics and Statistics,Student,2022-04-04,Kigali,1976,Flight
601,Ruby,James,Meteorology,Staff,2022-04-04,Budapest,10.00140665,Train
4510,Thoren,Shawn,Computer Science,Staff,2022-04-04,Belgrade,11.43230845,Train
4572,Price,Leslie,Meteorology,Staff,2022-04-05,Denver,2254,Flight
1374,Camacho,Thomas,Meteorology,Staff,2022-04-05,Barcelona,8.94938185,Train
2282,Tuholski,Erin,Meteorology,Staff,2022-04-05,Rome,221.2103382,Flight
2198,Freeman,Marvin,Meteorology,Staff,2022-04-05,Rome,10.31333905,Train
3818,Pinneo,Theresa,Computer Science,Student,2022-04-05,Milan,148.364331,Flight
3646,Bell,Carolyn,Meteorology,Staff,2022-04-05,Belfast,80.0851686,Flight
3992,Sparks,Mildred,Meteorology,Staff,2022-04-05,Stockholm,12.16869905,Train
4769,Standen,Don,Mathematics and Statistics,Student,2022-04-06,Belfast,80.0851686,Flight
1951,Landfried,Eric,Meteorology,Student,2022-04-07,Warsaw,221.6075208,Flight
3147,Manylath,Victoria,Meteorology,Student,2022-04-07,Budapest,10.00140665,Train
404,Clark,Neil,Meteorology,Staff,2022-04-07,Sydney,5063,Flight
